geouid_21	poi_den	den_21
4080103.02	5.102366222335608	298.8
4080104.00	0.5347026040826974	56.5
4080105.00	177.53314210403906	2394.8
4080106.00	74.01177460050462	2677.9
4080107.02	17.60324983073798	2179.4
4080107.04	0.26827952341633104	29
4080107.05	46.64935907837093	1168.3
4080107.06	41.999160016799664	1001.4
4080108.00	301.8783542039356	2437.4
4080109.00	110.95700416088765	3242.4
4080110.00	10.950543039224486	1008.7
4080111.03	0.21250121007633516	18.9
4080111.04	0.10276182685865315	18.7
4080120.01	0.4017294452618522	43.9
4080120.03	0.36435297248659815	33.7
4080120.04	0.5743723877101982	47.1
4080120.05	1.0948923272931774	65.3
4080130.00	18.965735238336073	1012.8
4080131.00	9.154079806932135	627.5
4080132.00	29.85981071916595	1626.1
4080133.00	41.8693675731717	1530
4080140.00	2.233254038057797	52.4
4080150.00	0.37841602013347214	27.4
4080160.00	2.6552768843794365	77
4080161.00	1.1147498227968442	51.6
4080162.00	2.351842625144159	108.2
4080163.00	3.141714905080938	41.6
4080164.00	0.10229815650197137	5.9
4080165.00	0.11151360852032594	4.8
4080166.00	0.09433064262321512	3.7
4080167.00	0.08537413078463095	7.5
4080168.00	0.17706123421338132	12.6
4080169.00	0.06853919255558924	4.5
4080170.00	0.03393426567293215	1.6
4210001.01	293.6539219550651	4984.2
4210001.02	273.74909354604785	6537.3
4210002.00	134.67525885164	1187.5
4210003.00	292.77408637873754	7427.3
4210004.00	41.531238714337306	1043.7
4210005.00	305.73434757167934	5032.2
4210006.00	528.284244974287	11603.6
4210007.00	185.51236749116606	7279.2
4210008.00	315.5996393146979	6519.4
4210009.00	262.582056892779	5549.8
4210010.00	194.28571428571428	10346.7
4210011.00	275.22935779816515	12362.4
4210012.00	610.1254868022501	11497.2
4210013.00	52.87009063444109	11314.2
4210014.00	688.2255389718076	16409.6
4210015.00	413.13269493844047	3959
4210016.00	3463.012083701739	3495.4
4210017.00	444.9938195302843	815.8
4210018.00	911.1277072442122	7991
4210019.00	705.1282051282051	16544.9
4210020.00	1083.875909613175	12282.7
4210021.00	573.0002292000917	5351.8
4210022.00	780.4433647130277	7124.2
4210023.00	235.9472588480222	3421.2
4210024.00	955.0561797752808	3531.8
4210025.00	431.9028563543535	988
4210026.00	140.7047690200473	3132.9
4210027.00	238.72679045092838	5358.1
4210028.00	29.449876310519496	903.5
4210029.00	460.9929078014185	7488.7
4210030.00	341.40969162995594	8372.8
4210031.00	75.19604683639488	2730.7
4210032.00	158.71792896216965	1473.9
4210033.01	137.73222293401668	5655
4210033.02	71.5307582260372	6867
4210034.00	135.2688881557242	7114.8
4210035.00	220.763723150358	5698.1
4210036.00	227.59601706970128	6235.6
4210037.00	174.7903936336507	5317.6
4210038.01	68.36397925506836	7696.8
4210038.02	87.55071535340593	5406.8
4210039.01	82.90841666114827	845.2
4210039.02	72.05950720595072	3881.1
4210040.01	45.930309587952124	1862.4
4210040.04	71.9804530145942	224.2
4210040.05	25.28678919452325	3190.5
4210040.06	50.63704671675923	3080.7
4210041.03	0.5058497915176217	85.6
4210041.04	14.8584636094637	843.2
4210041.06	16.22641509433962	1868.3
4210041.07	50.20431990659661	2613
4210041.08	39.20138572340232	2234.5
4210041.09	28.646728543600318	854
4210041.10	12.334106270659628	2532.4
4210041.11	67.94682422451993	2074.3
4210041.12	40.600631565379906	2601
4210041.13	8.96172065036487	3232.6
4210100.00	18.13517338995046	871.8
4210101.00	69.75525180436273	2575.7
4210102.00	386.2973760932944	4579.7
4210103.00	143.77424100575095	2166.6
4210110.00	89.72606809673778	2972.3
4210111.00	102.54581122653707	2070.1
4210112.01	22.807655439130002	1868.2
4210112.02	78.125	5804
4210113.01	138.99093803575803	4454.4
4210113.02	23.411930528679616	1754.9
4210114.00	205.20965692503177	4174.7
4210115.00	420.31746031746036	2151.1
4210116.01	161.81229773462783	3345.5
4210116.02	84.41961514587213	2029.2
4210117.01	153.51391953429416	1675
4210117.02	262.5357720542491	6527.3
4210118.00	33.869602032176125	1460.8
4210119.02	2.216589728515945	109.1
4210119.04	7.953129556480475	385.3
4210119.05	81.57836399911328	2063
4210119.06	45.735668624291876	1890.2
4210120.01	69.36798062100858	1910.9
4210120.02	31.331096904867394	1852.3
4210120.03	20.370613746878696	2276.3
4210140.01	21.172275462447068	2651
4210140.02	58.116011328943976	1721
4210140.03	56.19434598426558	2227.9
4210160.01	213.91443422630948	3372.7
4210160.03	50.70310952663893	1840.4
4210160.04	29.82848620432513	1262
4210160.05	298.7383380867211	2301.9
4210170.03	1.4714729010953818	241.5
4210170.04	18.4964445723211	3015.3
4210170.05	30.981813675372557	1990.9
4210170.06	10.920252641520571	1435.9
4210170.07	1.3722959831313155	153
4210190.00	0.07859089302600596	7.5
4210200.00	0.12656150844641728	15.6
4210210.01	2.9411099296396013	610.6
4210210.02	1.0338999900586539	182.4
4210220.02	8.566200509917024	323.5
4210220.03	4.251339171839129	410.9
4210220.04	19.86601986601987	2023.1
4210230.01	37.590538186485745	3221.8
4210230.03	8.011131256061052	778.6
4210230.04	32.09957418932198	3327.2
4210240.02	154.84021188660574	1096.3
4210240.03	10.28010523290518	418.1
4210240.04	16.678712403402457	3487
4210260.01	99.08975688443368	4855.4
4210260.02	205.98469032707027	5375.1
4210260.03	94.26387938981237	1122.5
4210270.01	139.86526069127123	3016.3
4210270.03	44.78640330730363	5476.6
4210270.04	175.7276221856123	4297.1
4210271.01	51.689359556227934	2498.7
4210271.02	192.55547602004296	3100.9
4210272.00	186.78160919540232	1959.8
4210273.01	177.05311593478044	5312.6
4210273.02	38.12494584524738	2566.5
4210273.03	68.73117615259866	2629.5
4210273.04	136.64858772980207	2897.8
4210280.01	38.46655365758247	2652.9
4210280.02	31.938677738741617	3015
4210280.03	35.48131772155354	1534.7
4210290.01	18.899946000154284	1414.4
4210290.03	4.326299091477191	584.8
4210290.05	14.179755671902269	1219.5
4210290.06	13.42582233161781	2877.6
4210300.00	16.83937823834197	1125.3
4210310.00	62.071454348610615	1452.9
4210311.01	75.7002271006813	2239.6
4210311.02	54.378935317687464	3942.5
4210320.02	48.095527668748964	2697.8
4210320.03	43.033090963050896	880.7
4210320.04	63.06990881458966	2335.1
4210320.05	1.6117234282597108	111
4210320.07	25.456351670185025	2625.1
4210320.08	31.882809133993966	2189.6
4210320.09	46.89331770222743	3725.7
4210320.10	53.74644325007903	2362.9
4210330.00	41.85963662272889	1892.6
4210340.01	39.32853717026379	1815.8
4210340.02	55.28297975260866	3114.5
4210340.03	16.885691212098966	784.1
4210360.01	15.909607454787494	2430.6
4210360.02	23.150157710449403	1986.6
4210370.00	1.3930757655032324	132.2
4210500.01	0.9645116450597147	310.3
4210500.02	22.315712456557527	1010.4
4210510.00	1.0632443876551732	71.7
4210520.00	0.4334981548658323	78.1
4210530.00	0.41513013892876327	19.3
4210540.00	0.9250579702994721	35
4210600.03	0.8315851739346688	34.9
4210600.04	9.108996332430424	450.8
4210600.05	20.0836820083682	1314.1
4210600.06	34.63687150837989	3045.3
4210605.00	0.7235946736196075	66.8
4210610.00	0.5980174148966138	101.2
4210700.00	1.0321839441543608	66.6
4210800.01	12.128435954539277	684.1
4210800.02	27.681660899653977	1808.7
4210801.00	56.329959900706505	3354
4210802.00	9.64191016953692	755
4210810.00	149.3362831858407	3516.9
4210811.00	59.32343449631621	796.3
4210812.00	205.68227290916366	3451
4210820.01	40.4481656756866	1650.3
4210820.03	40.803835560542694	2592.6
4210820.04	4.211335141005844	343.3
4210825.00	2.594327071470385	105
4210830.01	30.497783331845636	709.2
4210830.02	42.114090900803994	1532.9
4210835.03	1.563897158122882	146.7
4210835.04	2.4329420351560125	161.8
4210835.05	16.647203518274654	965
4210835.06	22.4025974025974	534.3
4210835.07	7.16376051701012	679.3
4210840.01	69.46146931437444	2040.5
4210840.02	24.341507720254313	781.7
4210845.03	1.9573360956866337	142.7
4210845.04	31.297175890128504	1746.8
4210845.05	0.8898330485867578	63.9
4210845.06	0.3254667450070832	19.8
4210846.02	5.064265829532666	180.4
4210846.03	5.9427957978682615	55.3
4210846.04	21.923295531436924	2178.5
4210850.02	2.574972223679254	137
4210850.03	17.389414194109335	1558
4210850.04	32.48581452765626	2099.9
4210850.05	4.9437552765080355	374.9
4210900.00	0.8564018074156241	47.4
4210901.00	1.001060846424753	62.2
4210902.00	0.4170322649522748	28.1
4210903.00	1.12570860258252	82.3
4330001.00	39.52073270183803	1768.1
4330002.00	75.62736335510485	2140.5
4330003.00	123.43966712898752	4217.8
4330004.00	74.8003638936622	4707.4
4330005.00	103.35652885796152	2185.8
4330006.00	30.37442870525449	762.2
4330007.00	68.81046464095925	1822.5
4330008.00	13.995007186625312	1179
4330009.01	40.87193460490463	1397.8
4330009.02	179.71675077323783	1848.3
4330010.00	164.79729306347514	2484.5
4330011.00	340.1943967981704	2827.3
4330012.00	1415.672723219262	2476.9
4330013.00	401.39616055846426	3174.5
4330014.00	227.12001075124311	4371.7
4330015.01	103.53283080555808	2439.4
4330015.02	60.26600166251039	4348.2
4330016.00	97.14396735962696	3872.2
4330017.00	29.68149472963203	1126.8
4330018.00	51.251430561775386	2870.6
4330019.01	6.471554138896939	341.3
4330019.02	18.920778454885	1850.6
4330100.00	8.239976784761058	208.7
4330110.01	3.6123227917121046	146.8
4330110.03	1.6614692500383417	220
4330110.04	15.5830113374358	1039.3
4330110.06	24.662432949010423	1057.7
4330110.07	30.931406512916958	1982.3
4330111.01	8.247333181408775	906.1
4330111.02	0.21024230425565466	38.9
4330111.05	12.046081738140083	1026.3
4330111.06	30.14885999623139	1345
4330111.07	8.060594352254634	598.2
4330111.08	6.327622765978931	341.4
4330112.01	0.15286821936354297	11.8
4330112.02	0.8573881751472564	41.3
4330113.01	1.334085414233521	123.9
4330113.02	3.461169999072901	214.4
4330200.00	1.7668948546728982	38.7
4330201.00	0.5065342923715935	21.5
4330202.00	0.6294085919517873	23.2
4330300.01	1.7745248055295357	94.9
4330300.02	0.5406435935156915	65.4
4330400.01	2.693660997953299	156
4330400.02	19.6542247886736	377
4330400.03	91.20081067387265	2284.7
4330400.05	0.1035392297199005	34.7
4330400.06	21.310499740818244	1128.7
4330401.00	0.1963213737260924	18.2
4330402.00	0.46276164396441294	36.8
4420001.00	57.26101479242882	4308.9
4420002.00	1069.8106632593797	3164.1
4420003.00	81.76478440795621	822.7
4420004.00	70.4852351981006	1677.2
4420005.00	49.109022028904164	997.6
4420006.00	52.954292084726866	3145.2
4420007.00	25.46783301959916	2453.8
4420008.00	85.29298380878951	1433.6
4420009.00	221.96531791907515	4215
4420010.00	75.18796992481202	2459.6
4420011.00	13.202858030444236	1890.3
4420012.01	28.401022436807725	3227.3
4420012.02	196.8987059348505	2419.7
4420013.01	1.6810697858981702	160
4420013.02	10.007004903432403	1894.3
4420013.03	5.76269232985651	629.7
4420100.01	64.91590439657716	2273.4
4420100.02	6.559599427128316	499
4420101.02	22.698685789466076	546.7
4420101.03	33.67423297580444	2293
4420101.04	20.62545292379731	2475.1
4420102.00	1.5772644498931763	154.6
4420200.00	30.11087888341776	1881.8
4420201.00	116.29987475398104	2384.1
4420202.00	110.22927689594356	3123.2
4420203.00	70.90503505417463	2285.7
4420204.00	39.211507725093234	955.1
4420205.01	29.087758385938855	1970.9
4420205.02	44.17986446516156	2078
4420205.03	46.83305728482495	2307.4
4420210.00	2.9857921838033428	194
4420211.00	1.99821470980845	126.6
4420212.00	0.33933333041433694	37.6
4420213.00	0.48132129571692805	31.1
4420300.01	10.838639750711286	262.8
4420300.02	2.69526177656923	49.2
4420301.00	0.2902252147666589	2.9
4420302.00	0.5245592592577648	20.5
4420303.00	0.2045210303397652	9.6
4420304.00	0.4605596457638381	26.4
4470001.01	2.535898817637176	146.4
4470001.02	92.73979862215157	1799.7
4470002.00	51.080090462450286	1745.3
4470003.00	219.45432977461448	1652.7
4470004.00	90.20817270624518	2612.2
4470005.00	10.312987168725266	924.2
4470006.00	31.936548045202496	1767.7
4470007.00	181.20237087214224	3622.4
4470008.00	75.98382036063961	1379.6
4470009.01	17.45559092309272	2221
4470009.02	19.791094007696536	733.4
4470010.00	12.576872419017816	365.7
4470011.00	0.7531480226234777	44.6
4470012.00	0.09911142105955516	16.2
4470013.00	0.2782739363413586	24.1
4470014.00	26.554504574352613	1200
4470015.00	0.8198846400152454	67.3
4470100.00	0.11689461115842559	13.7
4470101.00	1.0975492639560247	56.3
4470102.00	0.4866727703543282	26.2
4470103.00	18.08920835911839	406.5
4470104.00	0.1371594730333046	10.1
4470105.00	0.12424032219656889	16.6
4470106.00	0.2664332984237396	13.8
4470107.00	0.1057708580132002	14
4470108.00	0.20325048335505572	13.5
4500001.00	4.510868640100771	412.6
4500002.00	2.249212775528565	356.2
4500003.00	4.847685714839736	3.9
4500004.00	35.45602985770935	2572.4
4500005.00	454.39632545931755	4057.6
4500006.00	77.18677906901533	608
4500007.00	142.9472356527223	3114.4
4500008.00	101.07760421017458	1749.2
4500009.00	24.37367642945619	1910.3
4500010.00	17.65614654601633	5149
4500011.00	142.51937475371076	2437.9
4500012.00	18.264389377036235	1971.1
4500013.00	29.861321996153457	1739.5
4500014.00	2.306239820113294	192.4
4500015.00	12.563997864120363	740.3
4500016.00	3.080907599132733	73.2
4500100.01	0.5168260588192997	28.3
4500100.02	7.540048949836498	169.7
4500100.03	1.9219337335127138	131.7
4500200.00	1.1771019749377034	66.7
4500201.00	0.8290988574766501	36.3
4500202.00	0.5223456391820682	43.3
4520001.00	1.4067732936879043	101.1
4520002.00	15.267567324839948	499.5
4520003.00	20.51711504239506	639.4
4520004.00	741.9354838709677	4932.3
4520005.00	31.001866438897853	1631.4
4520006.00	36.22760385902737	1512.5
4520007.00	2.7809186199309357	117.6
4520008.00	19.256379800597486	762.3
4520009.00	124.14024492534809	1388
4520010.00	161.70525542080117	4355
4520011.00	73.03100537893033	1928.5
4520012.00	4.737726762059866	83.1
4520100.00	0.6664284539427042	38.9
4620001.00	51.69071720870127	5780.7
4620002.00	165.88906168999483	9797.8
4620003.00	101.33765707336846	8917.7
4620004.00	366.8903803131991	7505.6
4620005.00	76.07926397735315	5617.5
4620006.00	60.371517027863774	7137.8
4620007.00	110.99899091826437	5187.6
4620008.00	53.11443746982135	4996
4620009.00	12.816927665920955	828.2
4620010.00	61.48204077230072	1611.5
4620011.00	104.07493395244575	5154.9
4620012.01	311.18587047939445	10710.7
4620012.02	131.1806256306761	10502
4620013.00	124.53874538745387	5252.8
4620014.03	99.85387238188017	8190.5
4620014.04	208.12079167516833	8543.2
4620015.00	96.59243359270191	10971.3
4620016.00	89.68609865470852	4815.8
4620017.00	223.01516503122212	9504.9
4620018.00	163.35420637081404	5480.5
4620019.00	382.76069921639544	7227.2
4620021.00	195.68601289748722	6733.4
4620022.00	152.58215962441315	8961.3
4620023.00	85.87257617728532	3429.4
4620024.00	212.4594886568239	9161
4620025.00	403.0452306314375	13515.5
4620026.00	675.0572082379862	14410.8
4620027.00	610.5263157894736	17147.4
4620028.00	318.06615776081424	13091.6
4620029.00	149.402390438247	10027.4
4620030.00	241.96221411998673	11620.8
4620031.00	167.05516705516703	10889.7
4620032.00	162.73393002441009	12180.6
4620033.00	182.64840182648402	11428.6
4620034.00	252.21858944418494	13194.8
4620035.00	225.8953168044077	11101.9
4620036.00	640.8185245018848	11324.7
4620037.00	140	6904
4620038.00	175.85551330798478	9391.6
4620039.00	143.52047277332207	4520.9
4620041.00	429.73286875725904	7022.8
4620042.00	994.1520467836258	11159.8
4620043.00	206.9747660901616	3926.9
4620044.00	1005.1357300073367	15876.7
4620045.00	808.5106382978723	12706.4
4620046.00	377.35849056603774	13478
4620047.00	109.70464135021098	6143.5
4620048.00	370.6343549536707	16407.7
4620049.00	493.3008526187576	8520.1
4620050.00	509.915014164306	19320.1
4620051.00	1004.6728971962617	8911.2
4620052.00	1536.2526920315863	15850.7
4620053.00	1334.569045412419	12836
4620054.00	791.2234042553191	9601.1
4620055.01	12594.7561472626	7778.8
4620055.02	38.53564547206165	448.8
4620056.00	1387.9250520471894	6811.2
4620057.00	830.4735758407687	13472.9
4620058.00	693.9854593522803	8268.3
4620059.00	1272.189349112426	7041.4
4620060.00	54.70459518599563	11838.1
4620061.00	700.4608294930875	6106
4620062.00	4598.769156510197	5646.2
4620063.00	2429.1609353507565	15067.4
4620064.00	4292.25645295587	8114.1
4620065.01	3016.800584368152	46661.8
4620065.02	1720.5781142463866	24975.9
4620066.01	1031.9195452557938	16108.4
4620066.02	515.2354570637119	17606.6
4620067.00	197.81718963165073	12544.3
4620068.00	161.59105034182724	11814.8
4620069.01	395.22058823529414	10484.8
4620069.02	296.6101694915254	16201.8
4620070.01	1525.812619502868	14405.4
4620070.02	279.6420581655481	16521.3
4620072.00	20.812456640715332	1400.6
4620073.00	717.3513182096873	5935
4620074.00	79.7011207970112	9043.6
4620075.00	178.8617886178862	8699.2
4620076.00	221.25102431029774	9027.6
4620077.00	328.3369022127052	9576.5
4620078.00	400.86090933548564	10640.3
4620079.00	588.1364476558562	7694.5
4620080.00	754.7169811320755	8679.2
